BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
GCF_006711645.1_ASM671164v1_genomic_NZ_CP041247.1.region002	NZ_CP041247.1	Raoultella electrica strain DSM 102253 chromosome, complete genome	NRP-siderophore.NRPS.T1PKS	Others	Raoultella electrica	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Raoultella
GCF_006711645.1_ASM671164v1_genomic_NZ_CP041247.1.region004	NZ_CP041247.1	Raoultella electrica strain DSM 102253 chromosome, complete genome	NRP-siderophore.NRPS	Others	Raoultella electrica	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Raoultella
GCF_006715045.1_ASM671504v1_genomic_NZ_VFML01000001.1.region003	NZ_VFML01000001.1	Amycolatopsis cihanbeyliensis strain DSM 45679 Ga0197559_11, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Amycolatopsis cihanbeyliensis	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
GCF_006716135.1_ASM671613v1_genomic_NZ_CP022310.1.region003	NZ_CP022310.1	Streptomyces calvus strain DSM 41452 chromosome, complete genome	NRP-siderophore.NRPS.T1PKS	Others	Streptomyces calvus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
GCF_006716355.1_ASM671635v1_genomic_NZ_VFOW01000001.1.region014	NZ_VFOW01000001.1	Stackebrandtia endophytica strain DSM 45928 Ga0264350_11, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Stackebrandtia endophytica	Bacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Stackebrandtia
GCF_006716565.1_ASM671656v1_genomic_NZ_VFPG01000001.1.region002	NZ_VFPG01000001.1	Nocardia bhagyanarayanae strain DSM 103495 Ga0310455_11, whole genome shotgun sequence	NRP-siderophore.NRPS.terpene	Others	Nocardia bhagyanarayanae	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_006716565.1_ASM671656v1_genomic_NZ_VFPG01000001.1.region003	NZ_VFPG01000001.1	Nocardia bhagyanarayanae strain DSM 103495 Ga0310455_11, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Nocardia bhagyanarayanae	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_006716745.1_ASM671674v1_genomic_NZ_VFPP01000001.1.region009	NZ_VFPP01000001.1	Saccharothrix saharensis strain DSM 45456 Ga0264273_11, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Saccharothrix saharensis	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix
GCF_006716765.1_ASM671676v1_genomic_NZ_VFPO01000001.1.region006	NZ_VFPO01000001.1	Actinomadura hallensis strain DSM 45043 Ga0197561_11, whole genome shotgun sequence	NRP-siderophore.redox-cofactor.NRPS	Others	Actinomadura hallensis	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
GCF_006716785.1_ASM671678v1_genomic_NZ_VFPQ01000001.1.region006	NZ_VFPQ01000001.1	Thermopolyspora flexuosa strain DSM 43186 Ga0197564_11, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Thermopolyspora flexuosa	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Thermopolyspora
GCF_006717045.1_ASM671704v1_genomic_NZ_VFPH01000002.1.region001	NZ_VFPH01000002.1	Pseudonocardia cypriaca strain DSM 45511 Ga0310437_12, whole genome shotgun sequence	lanthipeptide-class-ii.NRPS.lanthipeptide-class-iii.NRP-siderophore.T1PKS	Others	Pseudonocardia cypriaca	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
GCF_006912135.1_ASM691213v1_genomic_NZ_VIRS01000003.1.region001	NZ_VIRS01000003.1	Cryptosporangium phraense strain A-T 5661 3, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Cryptosporangium phraense	Bacteria,Actinobacteria,Cryptosporangiales,Cryptosporangiaceae,Cryptosporangium
GCF_006968745.1_ASM696874v1_genomic_NZ_CP030118.1.region018	NZ_CP030118.1	Brasilonema sennae CENA114 chromosome	NRP-siderophore.NRPS.T1PKS	Others	Brasilonema sennae CENA114	Bacteria,Cyanobacteria,Nostocales,Scytonemataceae,Brasilonema
GCF_007004725.1_ASM700472v1_genomic_NZ_ML660165.1.region001	NZ_ML660165.1	Aliikangiella coralliicola strain M105 Scaffold6, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Aliikangiella coralliicola	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pleioneaceae,Aliikangiella
GCF_007035645.1_ASM703564v1_genomic_NZ_AP019632.1.region004	NZ_AP019632.1	Enterobacter asburiae strain 1808-013 chromosome, complete genome	NRP-siderophore.NRPS	Others	Enterobacter asburiae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex
GCF_007066085.1_ASM706608v1_genomic_NZ_CP041405.1.region012	NZ_CP041405.1	Paenibacillus thiaminolyticus strain NRRL B-4156 chromosome	NRP-siderophore.NRPS	Others	Paenibacillus thiaminolyticus	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
GCF_007097545.1_ASM709754v1_genomic_NZ_VJZF01000001.1.region003	NZ_VJZF01000001.1	Trinickia caryophylli strain DSM 50341 000000F_arrow, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Trinickia caryophylli	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Trinickia
GCF_007109405.1_ASM710940v1_genomic_NZ_VJOY01000001.1.region004	NZ_VJOY01000001.1	Pseudomonas mangiferae strain DMKU BBB3-04 NODE_1_length_594779_cov_45.8115, whole genome shotgun sequence	NRP-siderophore.NRPS-like.NRPS	Others	Pseudomonas mangiferae	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GCF_007197555.1_ASM719755v1_genomic_NZ_CP041614.1.region007	NZ_CP041614.1	Shewanella psychropiezotolerans strain YLB-06 chromosome, complete genome	NRP-siderophore.NRPS.T1PKS	Others	Shewanella psychropiezotolerans	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
GCF_007362295.1_ASM736229v1_genomic_NZ_CP041695.1.region004	NZ_CP041695.1	Nocardia otitidiscaviarum strain NEB252 chromosome, complete genome	NRP-siderophore.NRPS	Others	Nocardia otitidiscaviarum	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_007362295.1_ASM736229v1_genomic_NZ_CP041695.1.region014	NZ_CP041695.1	Nocardia otitidiscaviarum strain NEB252 chromosome, complete genome	NRP-siderophore.NRPS	Others	Nocardia otitidiscaviarum	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_007362295.1_ASM736229v1_genomic_NZ_CP041695.1.region025	NZ_CP041695.1	Nocardia otitidiscaviarum strain NEB252 chromosome, complete genome	NRP-siderophore.NRPS.terpene	Others	Nocardia otitidiscaviarum	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_007362295.1_ASM736229v1_genomic_NZ_CP041695.1.region026	NZ_CP041695.1	Nocardia otitidiscaviarum strain NEB252 chromosome, complete genome	NRP-siderophore.NRPS	Others	Nocardia otitidiscaviarum	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_007559025.1_ASM755902v1_genomic_NZ_CP041765.1.region008	NZ_CP041765.1	Tomitella fengzijianii strain HY188 chromosome, complete genome	NRP-siderophore.NRPS	Others	Tomitella fengzijianii	Bacteria,Actinobacteria,Corynebacteriales,Tomitella
GCF_007570865.1_ASM757086v1_genomic_NZ_VLPS01000001.1.region001	NZ_VLPS01000001.1	Atlantibacter subterranea strain ZYL01 Scaffold1_1, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Atlantibacter subterranea	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter
GCF_007632255.1_ASM763225v1_genomic_NZ_CP041925.1.region004	NZ_CP041925.1	Klebsiella aerogenes strain Ka37751 chromosome, complete genome	NRP-siderophore.NRPS	Others	Klebsiella aerogenes	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella
GCF_007665635.1_ASM766563v1_genomic_NZ_VDNQ01000001.1.region002	NZ_VDNQ01000001.1	Pseudomonas oryzihabitans strain DE0585 NODE_1_length_1640681_cov_29.682323, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pseudomonas oryzihabitans	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GCF_007681555.1_ASM768155v1_genomic_NZ_VELE01000001.1.region002	NZ_VELE01000001.1	Kocuria salsicia strain DE0232 NODE_1_length_1065771_cov_66.561891, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Kocuria salsicia	Bacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria
GCF_007713735.2_ASM771373v2_genomic_NZ_VMNW02000033.1.region001	NZ_VMNW02000033.1	Amycolatopsis acidicola strain K81G1 NODE_33_length_81066_cov_20.8646, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Amycolatopsis acidicola	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
GCF_007827425.1_ASM782742v1_genomic_NZ_VISK01000011.1.region002	NZ_VISK01000011.1	Azospirillum brasilense strain Sp 7 Ga0060187_unitig_8_quiver.11, whole genome shotgun sequence	NRP-siderophore.NRPS.betalactone	Others	Azospirillum brasilense	Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum
GCF_007829565.1_ASM782956v1_genomic_NZ_VLJV01000001.1.region010	NZ_VLJV01000001.1	Prauserella rugosa strain DSM 43194 JD82DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Prauserella rugosa	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Prauserella
GCF_007829815.1_ASM782981v1_genomic_NZ_VIWT01000004.1.region001	NZ_VIWT01000004.1	Kitasatospora viridis strain DSM 44826 Ga0264275_14, whole genome shotgun sequence	NRPS.NRPS-like.NRP-siderophore.T1PKS.betalactone	Others	Kitasatospora viridis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
GCF_007829875.1_ASM782987v1_genomic_NZ_VIWV01000001.1.region029	NZ_VIWV01000001.1	Streptomyces capillispiralis strain DSM 41695 Ga0264340_11, whole genome shotgun sequence	NRP-siderophore.NRPS.T1PKS	Others	Streptomyces capillispiralis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
GCF_007829885.1_ASM782988v1_genomic_NZ_VIWW01000001.1.region012	NZ_VIWW01000001.1	Streptomyces brevispora strain DSM 42059 Ga0264373_11, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Streptomyces brevispora	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
GCF_007829955.1_ASM782995v1_genomic_NZ_VIWX01000005.1.region001	NZ_VIWX01000005.1	Saccharopolyspora dendranthemae strain DSM 46699 Ga0310433_15, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Saccharopolyspora dendranthemae	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
GCF_007830255.1_ASM783025v1_genomic_NZ_VLKG01000004.1.region001	NZ_VLKG01000004.1	Azomonas agilis strain DSM 375 LX59DRAFT_scaffold00004.4, whole genome shotgun sequence	NRP-siderophore.RiPP-like	Others	Azomonas agilis	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas
GCF_007830335.1_ASM783033v1_genomic_NZ_VLKU01000010.1.region001	NZ_VLKU01000010.1	Paracoccus sulfuroxidans strain CGMCC 1.5364 IQ24DRAFT_scaffold00010.10, whole genome shotgun sequence	NRP-siderophore.betalactone	Others	Paracoccus sulfuroxidans	Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
GCF_007830875.1_ASM783087v1_genomic_NZ_VLKB01000008.1.region001	NZ_VLKB01000008.1	Calothrix desertica PCC 7102 Cal7102DRAFT_CDB.7, whole genome shotgun sequence	NRP-siderophore.NRPS.T1PKS	Others	Calothrix desertica PCC 7102	Bacteria,Cyanobacteria,Nostocales,Calotrichaceae,Dulcicalothrix
GCF_007856155.1_ASM785615v1_genomic_NZ_CP042266.1.region027	NZ_CP042266.1	Streptomyces qinzhouensis strain SSL-25 chromosome, complete genome	terpene.NRPS.NRPS-like.NRP-siderophore.T1PKS	Others	Streptomyces qinzhouensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
GCF_007858435.1_ASM785843v1_genomic_NZ_VIGW01000001.1.region001	NZ_VIGW01000001.1	Tsukamurella asaccharolytica strain HKU71 NODE_1_length_660954_cov_144.905965, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Tsukamurella asaccharolytica	Bacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella
GCF_007858445.1_ASM785844v1_genomic_NZ_VIGV01000003.1.region003	NZ_VIGV01000003.1	Tsukamurella sputi strain HKU70 NODE_3_length_673667_cov_123.916045, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Tsukamurella sputi	Bacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella
GCF_007858475.1_ASM785847v1_genomic_NZ_VIGX01000001.1.region003	NZ_VIGX01000001.1	Tsukamurella conjunctivitidis strain HKU72 NODE_1_length_788447_cov_106.094484, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Tsukamurella conjunctivitidis	Bacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella
GCF_007858975.2_ASM785897v2_genomic_NZ_CP042220.2.region003	NZ_CP042220.2	Dickeya poaceiphila strain NCPPB 569 chromosome, complete genome	NRP-siderophore.NRPS.transAT-PKS	Others	Dickeya poaceiphila	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya
GCF_007896435.1_ASM789643v1_genomic_NZ_VCBL01000001.1.region005	NZ_VCBL01000001.1	Rummeliibacillus suwonensis strain G20 KACC17316-1_1, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Rummeliibacillus suwonensis	Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus
GCF_007990755.1_ASM799075v1_genomic_NZ_BJXA01000008.1.region001	NZ_BJXA01000008.1	Nocardia ninae NBRC 108245 sequence008, whole genome shotgun sequence	terpene.NRPS.NRP-siderophore	Others	Nocardia ninae NBRC 108245	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_007990935.1_ASM799093v1_genomic_NZ_BJXJ01000006.1.region001	NZ_BJXJ01000006.1	Vibrio sagamiensis NBRC 104589 sequence006, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Vibrio sagamiensis NBRC 104589	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
GCF_007993065.1_ASM799306v1_genomic_NZ_VOPL01000009.1.region001	NZ_VOPL01000009.1	Paracoccus aurantiacus strain TK008 scaffold9, whole genome shotgun sequence	NRP-siderophore	Others	Paracoccus aurantiacus	Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
GCF_007994075.1_ASM799407v1_genomic_NZ_VIWU01000001.1.region010	NZ_VIWU01000001.1	Pseudonocardia hierapolitana strain DSM 45671 Ga0197558_11, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pseudonocardia hierapolitana	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
GCF_007994225.1_ASM799422v1_genomic_NZ_VLLL01000005.1.region002	NZ_VLLL01000005.1	Stackebrandtia albiflava strain DSM 45044 LX16DRAFT_scaffold00001.1, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Stackebrandtia albiflava	Bacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Stackebrandtia
GCF_007995085.1_ASM799508v1_genomic_NZ_VOQS01000003.1.region002	NZ_VOQS01000003.1	Paraburkholderia azotifigens strain NF 2-5-3 2, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Paraburkholderia azotifigens	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
GCF_008033135.1_ASM803313v1_genomic_NZ_CP041335.1.region001	NZ_CP041335.1	Chitinolyticbacter meiyuanensis strain SYBC-H1 chromosome, complete genome	NRP-siderophore.NRPS.T1PKS	Others	Chitinolyticbacter meiyuanensis	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Chitinolyticbacter
GCF_008064855.1_ASM806485v1_genomic_NZ_CP042941.1.region001	NZ_CP042941.1	Atlantibacter hermannii strain ATCC 33651 chromosome, complete genome	NRP-siderophore.NRPS	Others	Atlantibacter hermannii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter
GCF_008085895.1_ASM808589v1_genomic_NZ_VSFG01000009.1.region001	NZ_VSFG01000009.1	Actinomadura chibensis strain JCM 14158 NODE_9_length_461344_cov_50.748928, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Actinomadura chibensis	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
GCF_008085905.1_ASM808590v1_genomic_NZ_VSFF01000018.1.region001	NZ_VSFF01000018.1	Actinomadura syzygii strain GKU157 NODE_18_length_192471_cov_48.971364, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Actinomadura syzygii	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
GCF_008120875.1_ASM812087v1_genomic_NZ_CP043306.1.region002	NZ_CP043306.1	Cellvibrio japonicus strain ADPT1-KOJIBIOSE chromosome	NRP-siderophore.NRPS	Others	Cellvibrio japonicus	Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
GCF_008121305.1_ASM812130v1_genomic_NZ_VSRQ01000011.1.region001	NZ_VSRQ01000011.1	Actinomadura decatromicini strain CYP1-5 NODE_11, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Actinomadura decatromicini	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
GCF_008180465.1_ASM818046v1_genomic_NZ_VTEL01000002.1.region003	NZ_VTEL01000002.1	Bacillus swezeyi strain CH43_1T scaffold2.1, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Bacillus swezeyi	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
GCF_008244765.1_ASM824476v1_genomic_NZ_CP043404.1.region005	NZ_CP043404.1	Bacillus safensis strain PgKB20 chromosome, complete genome	NRP-siderophore.NRPS	Others	Bacillus safensis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
GCF_008275125.1_ASM827512v1_genomic_NZ_CP043473.1.region002	NZ_CP043473.1	Chromobacterium paludis strain IIBBL 257-1 chromosome, complete genome	NRP-siderophore.NRPS	Others	Chromobacterium paludis	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
GCF_008304605.1_ASM830460v1_genomic_NZ_PIJY01000030.1.region001	NZ_PIJY01000030.1	Oceanobacillus polygoni strain SA9 NODE_35_length_348278_cov_29.058418, whole genome shotgun sequence	NRP-siderophore.T3PKS.NRPS	Others	Oceanobacillus polygoni	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus
GCF_008312845.1_ASM831284v1_genomic_NZ_VSKT01000022.1.region001	NZ_VSKT01000022.1	Streptomyces cacaoi strain OABC16 Scaffold22, whole genome shotgun sequence	NRP-siderophore.NRPS.T1PKS	Others	Streptomyces cacaoi	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
GCF_008312845.1_ASM831284v1_genomic_NZ_VSKT01000024.1.region002	NZ_VSKT01000024.1	Streptomyces cacaoi strain OABC16 Scaffold24, whole genome shotgun sequence	NRP-siderophore.lanthipeptide-class-v.NRPS.T1PKS	Others	Streptomyces cacaoi	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
GCF_008312885.1_ASM831288v1_genomic_NZ_VSSO01000001.1.region001	NZ_VSSO01000001.1	Hoyosella suaedae strain LNNU 331112 NODE_1_length_1219875_cov_358.819_ID_163, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Hoyosella suaedae	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Hoyosella
GCF_008329645.1_ASM832964v1_genomic_NZ_CP043474.1.region016	NZ_CP043474.1	Mycobacterium grossiae strain DSM 104744 chromosome, complete genome	NRP-siderophore.NRPS.T1PKS	Others	Mycobacterium grossiae	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
GCF_008330085.1_ASM833008v1_genomic_NZ_CP040392.1.region002	NZ_CP040392.1	Kosakonia radicincitans strain DSM 107547 chromosome, complete genome	NRP-siderophore.NRPS.T1PKS	Others	Kosakonia radicincitans	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia
GCF_008330085.1_ASM833008v1_genomic_NZ_CP040392.1.region004	NZ_CP040392.1	Kosakonia radicincitans strain DSM 107547 chromosome, complete genome	NRP-siderophore.NRPS	Others	Kosakonia radicincitans	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia
GCF_008364325.2_ASM836432v2_genomic_NZ_CP048784.1.region004	NZ_CP048784.1	Serratia liquefaciens strain S1 chromosome, complete genome	NRP-siderophore.NRPS	Others	Serratia liquefaciens	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
GCF_008364325.2_ASM836432v2_genomic_NZ_CP048784.1.region006	NZ_CP048784.1	Serratia liquefaciens strain S1 chromosome, complete genome	NRP-siderophore.NRPS	Others	Serratia liquefaciens	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
GCF_008364555.1_ASM836455v1_genomic_NZ_VTUC01000001.1.region001	NZ_VTUC01000001.1	Enterobacter vonholyi strain E13 NODE_2_length_459753_cov_48.3205, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Enterobacter vonholyi	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter
GCF_008364685.1_ASM836468v1_genomic_NZ_VTTL01000012.1.region001	NZ_VTTL01000012.1	Xanthobacter oligotrophicus strain 29k NODE_12_length_244149, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Xanthobacter oligotrophicus	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Xanthobacter
