ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number","Oxygen tolerance"
5850,,"DSM 45210, JCM 16899, KCTC 19481, YIM 92370",1,"Haloglycomyces albus",1089549.3,aerobe
,,,,,2516653079,
,,,,,AZUQ00000000,
,,,,,GCA_000527155,
133561,RO2-11,"CGMCC 1.7738, JCM 15772",1,"Halogranum rubrum",2619618990,aerobe
,,,,,FOTC00000000,
,,,,,GCA_900114455,
5976,B-1,"DSM 23171, KCTC 4066",1,"Halogranum salarium",2537561866,aerobe
,,,,,GCA_000283335,
134325,H-5,"CGMCC AS1.6843, NBRC 103919",1,"Halolactibacillus alkaliphilus",442899.5,"facultative anaerobe"
,,,,,GCA_007991355,
1357,M2-2,"DSM 17073, IAM 15242, NBRC 100868, NRIC 0628, JCM 21694",1,"Halolactibacillus halophilus",2675903232,microaerophile
,,,,,306540.4,
,,,,,306540.5,
,,,,,BJWI00000000,
,,,,,FOXC00000000,
,,,,,GCA_007990285,
,,,,,GCA_900115605,
1358,M23-1,"DSM 17074, IAM 15247, NBRC 100873, NRIC 0633",1,"Halolactibacillus miurensis",2675903221,microaerophile
,,,,,306541.5,
,,,,,306541.6,
,,,,,GCA_007990305,
,,,,,GCA_900116255,
24089,WSY15-H1,"DSM 26232, CGMCC 1.12371, JCM 18548",1,"Halolamina salifodinae",2913474752,aerobe
,,,,,GCA_017874235,
133995,BNERC31,"JCM 17820, CECT 7537",1,"Halomicroarcula pellucida",GCA_014647235,aerobe
,,,,,GCA_019599515,
5875,AL-5,"DSM 19301, CECT 7257",1,"Halomicrobium mukohataei",2516653073,aerobe
,,,,,GCA_000379085,
133717,TBN51,"CGMCC 1.10457, JCM 17095",1,"Halomicrobium zhouii",2667527389,aerobe
,,,,,FOZK00000000,
,,,,,GCA_900114435,
158746,Hb3,"KCTC 52253, JCM 31415",1,"Halomonas aestuarii",2718217703,aerobe
,,,,,CP018139,
,,,,,GCA_001886615,
6034,YKJ-16,"DSM 15356, JCM 10888, KCCM 41042, KCTC 12950, CGMCC 1.3500, CIP 107381",1,"Halomonas alimentaria",147248.4,aerobe
,,,,,GCA_009902005,
6056,LC6,"DSM 19434, CCUG 54844, LMG 24243",1,"Halomonas andesensis",2498861.3,aerobe
,,,,,2900696506,
,,,,,GCA_003989795,
6043,FP35,"DSM 16096",1,"Halomonas anticariensis",1121939.10,aerobe
,,,,,1121939.11,
,,,,,2524614562,
,,,,,2571042376,
,,,,,GCA_000409775,
,,,,,GCA_000428505,
6010,558,"DSM 30161, ATCC 14400, KCTC 22193, NCMB 557, CCUG 16157, LMG 3416, LMG 2853, IAM 12550, ZoBell and Upham 558, BCRC 12878, CECT 5000, CGMCC 1.2324, CIP 105454, LMD 73.17, NCIB 557, NCIMB 557, Zobell 558, ZoBell and Upham 558T, Zobell & Upham 55",1,"Halomonas aquamarina",2639762508,aerobe
,,,,,GCA_900110265,
6058,,"DSM 23549, CGMCC 1.6494, JCM 14607, LMG 23978, AJ 282, CIP 109669",1,"Halomonas arcis",2617270787,aerobe
,,,,,416873.6,
,,,,,FNII00000000,
,,,,,GCA_900103865,
6040,"1723a, Althf1","DSM 15723, ATCC BAA 802, CECT 5812, KCTC 22194, CCM 7103",1,"Halomonas axialensis",115555.24,aerobe
,,,,,2930057488,"facultative aerobe"
,,,,,GCA_007163885,
6036,LC1,"DSM 15516, ATCC BAA 759",1,"Halomonas boliviensis",1072583.17,aerobe
,,,,,1072583.4,
,,,,,2548876524,
,,,,,2856158536,
,,,,,GCA_000236035,
,,,,,GCA_002265845,
6046,5AG,"DSM 15293, ATCC BAA 966",1,"Halomonas campaniensis",2824923856,aerobe
,,,,,GCA_014193375,
6069,,"DSM 23509, CGMCC 1.6773, JCM 14802, AJ 261",1,"Halomonas caseinilytica",2617270935,aerobe
,,,,,2773858001,
,,,,,438744.6,
,,,,,BDEP00000000,
,,,,,FOBT00000000,
,,,,,GCA_001662305,
,,,,,GCA_900109905,
6067,SP4,"DSM 23438, CECT 7282, LMG 24145",1,"Halomonas cerina",2824403443,aerobe
,,,,,447424.3,
,,,,,GCA_014192215,
134359,DQD2-30,"CGMCC 1.6443, LMG 23896",1,"Halomonas daqingensis",2617270887,aerobe
,,,,,419596.3,
,,,,,GCA_900108215,
6049,M29,"DSM 18045, CIP 109894",1,"Halomonas denitrificans",370769.4,aerobe
,,,,,GCA_003056305,
158800,MC28,"KCTC 52999, MCCC 1K03343",1,"Halomonas endophytica",2859108715,aerobe
,,,,,GCA_002879615,
6054,SL014B-69,"DSM 23417, CGMCC 1.6133, LMG 23610",1,"Halomonas gudaonensis",2617270877,aerobe
,,,,,376427.9,
,,,,,GCA_900100195,
6073,W1025,"DSM 21196, KCTC 22154",1,"Halomonas hamiltonii",502829.3,aerobe
,,,,,GCA_014651775,
6041,"1878c, Slthf2","DSM 15725, ATCC BAA 800, CECT 5814",1,"Halomonas hydrothermalis",115561.14,"facultative aerobe"
,,,,,GCA_011399095,
6063,Sp8,"DSM 19980, CCM 7522, CECT 7331",1,"Halomonas ilicicola",1121942.4,aerobe
,,,,,2582581268,
,,,,,GCA_900128925,
6074,T68687,"DSM 21197, KCTC 22157",1,"Halomonas johnsoniae",502832.6,aerobe
,,,,,GCA_014651795,
6060,XK1,"DSM 19633, CGMCC 1.6981",1,"Halomonas korlensis",2617270784,"facultative anaerobe"
,,,,,463301.7,
,,,,,GCA_900116705,
6070,,"DSM 23508, CCTCC AB 206093, KCTC 12847, YIM 91125",1,"Halomonas lutea",1121943.4,aerobe
,,,,,2518645611,
,,,,,453962.4,
,,,,,GCA_000378505,
,,,,,GCA_014651575,
133225,Q1U,"CGMCC 1.15122, KCTC 42517",1,"Halomonas lutescens",1602943.3,"facultative anaerobe"
,,,,,GCA_014640815,
166357,204,"MCCC 1H00366, KCTC 62957",1,"Halomonas marinisediminis",SLTR00000000,aerobe
6020,,"DSM 5425, ACAM 246, ATCC 49692, KCTC 22196, UQM 3352, CIP 104043, IFO (now NBRC) 15608",1,"Halomonas meridiana",2698536813,aerobe
,,,,,29570.7,
,,,,,GCA_900129255,
6038,A1,"DSM 15720",1,"Halomonas neptunia",115551.3,"facultative aerobe"
,,,,,GCA_019903445,
6068,11S,"DSM 23437, CECT 7281, LMG 24185",1,"Halomonas nitroreducens",2902691746,"facultative aerobe"
,,,,,GCA_003966155,
6044,G-16.1,"DSM 16226, CCM 7142, CECT 5995",1,"Halomonas organivorans",257772.3,aerobe
,,,,,2824377609,
,,,,,GCA_014192055,
6057,,"DSM 23548, CGMCC 1.6493, JCM 14606, LMG 23976, AJ 275, CIP 109670",1,"Halomonas saccharevitans",2617270933,aerobe
,,,,,416872.17,
,,,,,FPAQ00000000,
,,,,,GCA_900116405,
158650,LCB169,"CGMCC 1.15818, KCTC 52618",1,"Halomonas saliphila",2844988376,aerobe
,,,,,GCA_002930105,
166135,,"MTCC 12313, LMG 30344, SBS 10",1,"Halomonas sambharensis",RXHI00000000,aerobe
6055,SL014B-85,"DSM 23416, CGMCC 1.6444, LMG 23897",1,"Halomonas shengliensis",2617270760,aerobe
,,,,,419597.17,
,,,,,GCA_900104135,
23064,AAD6,"DSM 21644, JCM 15723",1,"Halomonas smyrnensis",2551306539,"facultative aerobe"
,,,,,339656.4,
,,,,,AJKS00000000,
,,,,,GCA_000265245,
6075,S18214,"DSM 21198, KCTC 22148",1,"Halomonas stevensii",1177117.3,aerobe
,,,,,2551306145,
,,,,,GCA_000275725,
6059,ZG16,"DSM 23550, CGMCC 1.6495, JCM 14608, LMG 23977, CIP 109673",1,"Halomonas subterranea",2617270764,aerobe
,,,,,416874.6,
,,,,,FOGS00000000,
,,,,,GCA_900111305,
6045,"BH539, 29.101","DSM 16463, CIP 109003, KCTC 12284",1,"Halomonas taeanensis",GCA_900100755,aerobe
6076,BH1,"DSM 22872, ATCC BAA 1257, CECT 7585, JCM 16411, LMG 25388",1,"Halomonas titanicae",1204738.3,aerobe
,,,,,2571042251,
,,,,,GCA_000336575,
140845,BZ-SZ-XY27,"JCM 30202, CGMCC 1.12917, DSM 29014",1,"Halomonas urumqiensis",1684789.7,aerobe
,,,,,GCA_014653135,
,,,,,PNRG00000000,
6042,Al12,"DSM 15911, CECT 5797",1,"Halomonas ventosae",229007.12,aerobe
,,,,,2770939578,
,,,,,GCA_004363555,
133645,A-1,"CGMCC 1.6848, JCM 14849",1,"Halomonas xianhensis",2617270878,aerobe
,,,,,442341.9,
,,,,,GCA_900113605,
6072,,"DSM 21076, CCTCC AB 208031, KCTC 22279, JSM 078169",1,"Halomonas zhanjiangensis",2517572236,aerobe
,,,,,574966.4,
,,,,,GCA_000377665,
134028,B6,"CGMCC 1.12450, JCM 18472",1,"Halomonas zincidurans",1446475.3,aerobe
,,,,,2585427838,
,,,,,GCA_000731955,
5986,Z-7986,"DSM 13868, UNIQUEM 211",1,"Halonatronum saccharophilum",2509887032,anaerobe
,,,,,926692.3,
,,,,,GCA_000517025,
166473,"IBRC-M 11204, F13-13","CECT 9386",1,"Halonotius aquaticus",QKNY00000000,aerobe
5975,"1.15.5, CSW1.15.5","DSM 18729, CECT 7525, JCM 14355",1,"Halonotius pteroides",GCA_003605635,aerobe
,,,,,QMDW00000000,
140835,,"CGMCC 1.14998, JCM 30891, Dys DYS4",1,"Haloparvum sedimenti",LKIR00000000,aerobe
133592,RO5-2,"CGMCC 1.7739, JCM 15773",1,"Halopelagius inordinatus",2617270917,aerobe
,,,,,FOOQ00000000,
,,,,,GCA_900113245,
134022,BC12-B1,"CGMCC 1.12397, JCM 18758",1,"Halopelagius longus",2671180169,aerobe
,,,,,FNKQ00000000,
,,,,,GCA_003351065,
,,,,,GCA_900100875,
,,,,,QQST00000000,
133781,DC30,"IBRC 10041, KCTC 4046",1,"Halopenitus persicus",2654587885,aerobe
,,,,,GCA_900107205,
5974,"56, 98-618","DSM 13151, JCM 11628",1,"Halopiger aswanensis",2636416066,aerobe
,,,,,GCA_003610195,
,,,,,RAPO00000000,
24085,KCY07-B2,"DSM 26231, CGMCC 1.12284, JCM 18547",1,"Natrinema salifodinae",2645727804,aerobe
,,,,,2671180170,
,,,,,GCA_000784335,
,,,,,GCA_900110455,
,,,,,JROF00000000,
5876,RE-101,"DSM 17983, JCM 14081, CGMCC 1.8972",1,"Haloplanus natans",2517287030,aerobe
,,,,,ATYM00000000,
,,,,,GCA_000427685,
133591,RO5-8,"CGMCC 1.8712, JCM 16055",1,"Haloplanus vescus",2617270898,aerobe
,,,,,FNQT00000000,
,,,,,GCA_900107665,
17673,SSD-17B,"DSM 18853, JCM 14575",1,"Haloplasma contractile",1033810.11,anaerobe
,,,,,2562617192,
,,,,,AFNU00000000,
,,,,,GCA_000215935,
133308,SB9,"JCM 19565, CGMCC 1.14959",1,"Haloprofundus marisrubri",2690315683,aerobe
,,,,,GCA_001469955,
,,,,,LOPU00000000,
5882,SARL4B,"DSM 18392, JCM 14471",1,"Halorhabdus tiamatea",2562617191,anaerobe
,,,,,2654588040,
,,,,,AFNT00000000,
,,,,,GCA_000215915,
4281,,"DSM 2110, ATCC 35917",1,"Halorhodospira abdelmalekii",421629.5,anaerobe
,,,,,GCA_016583625,
4282,A,"DSM 1059",1,"Halorhodospira halochloris",1052.12,anaerobe
,,,,,1052.8,
,,,,,1354791.3,
,,,,,2571042483,
,,,,,GCA_002356555,
,,,,,GCA_016583605,
4285,,"DSM 15116, SG 3301, JCM 17835",1,"Halorhodospira neutriphila",168379.4,anaerobe
,,,,,GCA_016584055,
5952,31-hong,"DSM 23496, CGMCC 1.2670, JCM 13560, KCTC 4073",1,"Halorubrum aidingense",2554235475,aerobe
,,,,,AOJI00000000,
,,,,,GCA_000336995,
5953,SF3-213,"DSM 19288, CECT 7256, JCM 14715",1,"Halorubrum californiense",2554235496,aerobe
,,,,,AOJK00000000,
,,,,,GCA_000336875,
5947,"5'1, 5.1","DSM 17463, CECT 7099",1,"Halorubrum ezzemoulense",2524614679,aerobe
,,,,,GCA_000421805,
,,,,,GCA_002114285,
23052,BG-1,"DSM 19804, JCM 14978, CECT 7322, CGMCC 1.7018, KCTC 4068",1,"Halorubrum kocurii",2554235489,aerobe
,,,,,AOJH00000000,
,,,,,GCA_000337355,
5951,9-3,"DSM 21995, CGMCC 1.5332, JCM 13559, KCTC 4069",1,"Halorubrum lipolyticum",2534682115,aerobe
,,,,,AOJG00000000,
,,,,,GCA_000337375,
163753,ZS-3,"JCM 30239, CGMCC 1.12866",1,"Halorussus halophilus",CP044523,aerobe
134076,R27,"CGMCC 1.10591, JCM 17268",1,"Halosimplex rubrum",GCA_013415885,aerobe
5852,,"DSM 15505, UNIQEM U233, HGD 1-3",1,"Halospina denitrificans",2770939660,"facultative anaerobe"
,,,,,332522.3,
,,,,,GCA_004364635,
5970,194-10,"DSM 22427, JCM 16110, CECT 7536",1,"Halostagnicola kamekurae",2639762563,aerobe
,,,,,FOZS00000000,
,,,,,GCA_900116205,
5969,XH-48,"DSM 17691, CECT 7116, CGMCC 1.5338, JCM 13463",1,"Halostagnicola larsenii",2510065051,aerobe
,,,,,CP007055,
,,,,,GCA_000517625,
133550,JX313,"CGMCC 1.8909, NBRC 105739, JCM 18238",1,"Natronorubrum daqingense",2681812915,aerobe
,,,,,2740891999,
,,,,,CP019327,
,,,,,GCA_001971705,
,,,,,GCA_900156445,
5885,A29,"DSM 18794, CECT 7218, JCM 14585, KCTC 4020, CCTCC AB 2015393",1,"Natrinema thermotolerans",2582580504,aerobe
,,,,,2914868299,
,,,,,GCA_000710605,
,,,,,GCA_004799625,
,,,,,JDTG00000000,
,,,,,JDTG01000000,
134201,AX-7,"CGMCC 1.5333, JCM 13563",1,"Natrinema limicola",2554235498,aerobe
,,,,,AOIT00000000,
,,,,,GCA_000337475,
,,,,,GCA_020105915,
134202,ABH32,"CGMCC 1.5334, JCM 13562",1,"Natrinema longum",GCA_017352095,aerobe
5887,XH-65,"DSM 18196, CGMCC 1.6203, JCM 13891",1,"Haloterrigena salina",2554235505,aerobe
,,,,,AOIS00000000,
,,,,,GCA_000337495,
134166,EJ-46,"CGMCC 1.4248, CECT 7098, JCM 14624",1,"Halovivax asiaticus",2554235485,aerobe
,,,,,AOIQ00000000,
,,,,,GCA_000337515,
132477,,"DSM 100517, CGMCC 4.7289, CPCC 204160, KCTC 39591, YIM C0533, JCM 32491",1,"Hamadaea flava",2852728668,aerobe
166127,W1-2-3,"KACC 18307, LMG 28594",1,"Hankyongella ginsenosidimutans",CP039704,aerobe
,,,,,GCA_005144965,
24180,PG04,"DSM 25481, ACCC 05759",1,"Hansschlegelia beijingensis",1133344.3,aerobe
,,,,,2829890163,
,,,,,GCA_014196425,
7229,"S 113","DSM 18984, CCTCC AB 206143, KCTC 12880",1,"Hansschlegelia zhihuaiae",2889485916,aerobe
,,,,,GCA_004103825,
159765,L53,"KCTC 62247, MCCC 1H00246",1,"Pseudobizionia ponticola",2831748538,aerobe
132644,V20-281a,"DSM 100433, CECT 8892",1,"Harryflintia acetispora",1849041.17,anaerobe
,,,,,2788499847,
24519,,"DSM 29318, JCM 16214, KCCM 90082, KME 002",1,"Hasllibacter halocynthiae",2681812958,aerobe
,,,,,595589.3,
,,,,,GCA_003003095,
2601,Weinberg,"DSM 2158, ATCC 19401, BCRC 10644, CCUG 4854, CIP 103713, CN 1693, JCM 1403, NCIMB 503, NCTC 503, CECT 4109, KCTC 5010",1,"Hathewaya histolytica",1498.4,anaerobe
,,,,,GCA_901482605,
,,,,,LR590481,
2613,"A 46","DSM 1400, ATCC 25620, ATCC 25760, NCIB 10638, CCUG 24037, VPI 2700, JCM 1427, BCRC 14513, CECT 4329, NCIMB 10638",1,"Hathewaya limosa",2928998743,anaerobe
2648,CG,"DSM 3090, ATCC 49002",1,"Hathewaya proteolytica",1121331.3,anaerobe
,,,,,2585428174,"obligate anaerobe"
,,,,,GCA_900142225,
3920,6401990,"DSM 23040, CCUG 53859, CIP 109418, CSUR P17, JCM 30721",1,"Helcobacillus massiliensis",2824228552,aerobe
,,,,,521392.5,
,,,,,GCA_014191425,
17990,"No. 22","DSM 10548, ATCC 51366, IFO 15552, NBRC 15552, NCFB 2900, CCUG 32213",1,"Helcococcus kunzii",2513237357,microaerophile
,,,,,883114.3,
,,,,,883114.8,
,,,,,GCA_000245755,
17992,,"DSM 17243, CCUG 47334, CIP 108183",1,"Helcococcus sueciensis",1121947.8,anaerobe
,,,,,2524614727,"facultative anaerobe"
,,,,,GCA_000423145,microaerophile
135500,,"CIP 105233, CCUG 35545, CCUG 35045",1,"Helicobacter bizzozeronii",1002805.5,microaerophile
,,,,,2534682345,
,,,,,56877.34,
,,,,,GCA_000263275,
,,,,,GCA_017979515,
152593,,"CCUG 47163, ATCC 700968",1,"Helicobacter canadensis",2806310687,microaerophile
,,,,,537970.13,
,,,,,643886213,
139200,,"CIP 104753, ATCC 51401, NCTC 12739, CCUG 32756",1,"Helicobacter canis",29419.10,microaerophile
,,,,,GCA_017979455,
6098,"Fennel 165","DSM 5359, ATCC 35683, CCUG 18818, LMG 7543, NCTC 12423, CIP 103752",1,"Helicobacter cinaedi",213.64,microaerophile
,,,,,537971.15,
,,,,,537971.5,
,,,,,643886141,
,,,,,GCA_000155475,
,,,,,GCA_000349975,
,,,,,GCA_003215615,
,,,,,GCA_017979495,
6103,"231, CLO-2","DSM 7491, ATCC 35684, CCUG 18820, LMG 7546, NCTC 11612, CIP 103758, KCTC 15214",1,"Helicobacter fennelliae",215.29,microaerophile
,,,,,GCA_017979365,
6111,ASB1,"DSM 24751, LMG 26292",1,"Helicobacter heilmannii",35817.31,microaerophile
,,,,,GCA_001283065,
,,,,,GCA_017979395,
6110,ASB3,"DSM 23983",0,"Helicobacter heilmannii",GCA_001283005,microaerophile
6104,ST1,"DSM 22221, ATCC 49282, CCUG 29262, CIP 104248, LMG 13646, NCTC 12714",1,"Helicobacter muridarum",216.15,microaerophile
,,,,,2663763499,
,,,,,2808606664,
,,,,,GCA_000765805,
,,,,,GCA_900450885,
137038,,"CIP 103759, ATCC 43772, CCUG 25715, NCTC 12198",1,"Helicobacter mustelae",217.6,microaerophile
,,,,,2808606644,
,,,,,646564537,
,,,,,GCA_900476215,
24100,B9,"DSM 29139, ATCC 51478, CCUG 29255, CIP 104249",1,"Helicobacter pametensis",1408442.3,microaerophile
,,,,,2546825547,
,,,,,GCA_000518225,
135474,H152,"CIP 104787, ATCC 51801, CCUG 33837, NCTC 12824, DSM 23160",1,"Helicobacter pullorum",552535.3,microaerophile
,,,,,552535.4,
,,,,,GCA_008801855,
,,,,,GCA_017979475,
6102,"RPH 13487","CCUG 15815, LMG 7540, CIP 103995, DSM 21031, ATCC 43504, CCUG 17874, DSM 4867, LMG 7539, NCTC 11637, JCM 12093, JCM 7653, LMG 18041, LMG 18045",1,"Campylobacter pylori",102618.3,microaerophile
,,,,,102618.7,
,,,,,1300157.3,
,,,,,210.5630,
,,,,,210.5631,
,,,,,210.7428,
,,,,,2537562118,
,,,,,2734481914,
,,,,,2879776430,
,,,,,2896621630,
6109,HS1,"DSM 19735, LMG 23995",1,"Helicobacter suis",104628.53,anaerobe
,,,,,649989954,microaerophile
,,,,,710393.3,
,,,,,GCA_000187625,
,,,,,GCA_017979375,
153302,,"CCUG 49050, ATCC 700114",1,"Helicobacter trogontum",2671181141,microaerophile
,,,,,GCA_000765905,
6118,"Romero/Guest 6","DSM 6151, ATCC 43427",1,"Heliobacterium mobile",28064.3,anaerobe
,,,,,GCA_009720735,
6121,Gest/Favinger,"DSM 3682, ATCC 35205",1,"Heliobacterium chlorum",2698.4,anaerobe
,,,,,GCA_014502795,
6123,Chainat,"DSM 11169, ATCC 43375",1,"Heliomicrobium gestii",2699.5,anaerobe
,,,,,2699.6,
,,,,,2901048070,
,,,,,GCA_009877435,
,,,,,GCA_016908025,
6124,BG29,"DSM 13378",1,"Heliomicrobium undosum",121734.5,anaerobe
,,,,,GCA_009877425,
6119,Tanzania,"DSM 11170, ATCC 51790",1,"Heliophilum fasciatum",2795386140,anaerobe
,,,,,35700.3,
,,,,,GCA_004341395,
6220,26III/A02/215,"DSM 19091, CIP 109500, OOB 269",1,"Hellea balneolensis",1121948.5,aerobe
,,,,,2524614726,
,,,,,GCA_000428525,
140993,,"LMG 29152, CCUG 67844, MCS 27",1,"Henriciella algicola",1608422.3,aerobe
,,,,,2832873813,
,,,,,GCA_003576245,
140992,,"LMG 28705, CCUG 66934, MCS 23",1,"Henriciella barbarensis",2831698200,aerobe
,,,,,86342.3,
,,,,,GCA_003576345,
6222,SD10,"DSM 22014, KACC 13700",1,"Henriciella litoralis",2831707323,aerobe
,,,,,568102.3,
,,,,,GCA_002088935,
6221,IS4,"DSM 19595, JCM 15116, KCTC 12513, ISO Iso4, ISO 4",1,"Henriciella marina",1121949.8,aerobe
,,,,,2519103046,
,,,,,AQXT00000000,
,,,,,GCA_000376805,
140997,LA220,"CGMCC 1.15928, KCTC 52577",1,"Henriciella pelagia",1977912.17,aerobe
,,,,,2839925148,
,,,,,GCA_002088945,
,,,,,GCA_014644035,
11351,"SA 32","DSM 732, ATCC 29984, CCUG 12808, LMG 4326, CIP 107295, IAM 14942, NBRC 15327, JCM 21424, IFO 15327, VKM B-1394, UCCCB7",1,"Herbaspirillum autotrophicum",180195.5,aerobe
,,,,,2654587661,
,,,,,GCA_001189915,
,,,,,LFLS00000000,
166333,"AB 2018017, WT00C","KCTC 62527",1,"Herbaspirillum camelliae",KV880769,microaerophile
11366,CPW301,"DSM 17796, IAM 15024, JCM 21487, KCTC 12096, NBRC 102525, CCUG 52898, CIP 108432, UCCCB8",1,"Herbaspirillum chlorophenolicum",1349766.3,aerobe
,,,,,2645727693,
,,,,,2731957620,
,,,,,BCTG00000000,
,,,,,GCA_001189955,
,,,,,GCA_001571165,
,,,,,LFLT00000000,
11361,,"DSM 13128, CCUG 47444, GSF 30, JCM 21445, IAM 14974, NBRC 102522",1,"Herbaspirillum frisingense",AEEC00000000,aerobe
11365,N3,"DSM 17495, CIP 109904, LMG 23131, UCCCB12",1,"Herbaspirillum hiltneri",1262470.4,aerobe
,,,,,2645728026,
,,,,,CP011409,
,,,,,GCA_001267925,
11368,7-2,"DSM 21883, ATCC BAA 806, CCUG 49453, IAM 15032, JCM 21495, NBRC 102406, CIP 108607",0,"Herbaspirillum huttiense subsp. putei",1235558.4,aerobe
,,,,,2551306420,
,,,,,ANJR00000000,
,,,,,GCA_000478365,
11367,UMS-37,"DSM 21885, CIP 108917, KCTC 12558",1,"Herbaspirillum rhizosphaerae",2654587705,aerobe
,,,,,GCA_001189965,
158710,HZ10,"JCM 31754, CCTCC AB 2014352",1,"Herbaspirillum robiniae",2839094727,aerobe
,,,,,GCA_002213415,
,,,,,NJGU00000000,
7512,,"DSM 26474, NBRC 16403, VKM Ac-2058",1,"Herbiconiux flava",2844852863,aerobe
,,,,,881268.3,
,,,,,GCA_013409865,
7509,wged11,"DSM 19088, CGMCC 4.3491, JCM 13908, NBRC 104580, CIP 109552, KCTC 19440",1,"Herbiconiux ginsengi",2667527392,aerobe
,,,,,381665.4,
,,,,,FNPZ00000000,
,,,,,GCA_900107435,
133559,0385M-1,"FIRDI 004, BCRC 16876, LMG 24336, JCM 18061, NBRC 106372",1,"Herbidospora daliensis",2724679243,aerobe
,,,,,295585.3,
,,,,,BBXF00000000,
,,,,,GCA_001570585,
133792,MN08-A0118,"NBRC 105882, VTCC D9-22",1,"Herbidospora mongoliensis",2724679241,aerobe
,,,,,688067.3,
,,,,,GCA_001570545,
133560,0351M-12,"FIRDI 003, BCRC 16875, LMG 24337, JCM 18062, NBRC 106371",1,"Herbidospora yilanensis",2724679242,aerobe
,,,,,354426.3,
,,,,,BBXE00000000,
,,,,,GCA_001570565,
132633,,"DSM 101727, NBRC 111774, CPCC 204279",1,"Herbihabitans rhizosphaerae",1872711.3,aerobe
,,,,,2795385472,
,,,,,GCA_004216555,
131395,T3/55,"DSM 29228, CECT 8801",1,"Herbinix hemicellulosilytica",1564487.6,anaerobe
,,,,,2770939568,
,,,,,GCA_003315275,
132646,SD1D,"DSM 100831, CECT 8959",1,"Herbinix luporum",2757320858,anaerobe
,,,,,GCA_900070325,
11303,ULPAs1,"DSM 17148, CCUG 53683, CCM 7303, LMG 22961",1,"Herminiimonas arsenicoxydans",640069313,aerobe
24261,,"DSM 28178, CCM 7991, CCUG 53591",1,"Herminiimonas contaminans",1111140.3,aerobe
11304,S-94,"CCUG 52513, DSM 18555, CIP 108398, LMG 22527",1,"Herminiimonas fonticola",2802429731,aerobe
,,,,,303380.4,
,,,,,GCA_003293745,
,,,,,GCA_004361795,
6125,114-95,"DSM 785, ATCC 23779, CCUG 48726",1,"Herpetosiphon aurantiacus",2508501111,aerobe
,,,,,316274.11,
,,,,,316274.12,
,,,,,316274.7,
,,,,,GCA_000018565,
6135,"GC-42, Hp gy1","DSM 7119, ATCC 23076, CCUG 48727",0,"Herpetosiphon geysericola",2645728042,aerobe
,,,,,70996.7,
,,,,,GCA_001306135,
6128,"Hp a2","DSM 589, NBRC 112828",1,"Herpetosiphon giganteus",2029754.3,aerobe
,,,,,2901034711,
,,,,,GCA_016907925,
6356,PC18,"DSM 15480, ATCC BAA 677, CCUG 46279, NRRL B-23456, CIP 108344",1,"Hespellia stercorisuis",1121950.3,anaerobe
,,,,,2585428171,
,,,,,GCA_900142165,
1102,"RT 10","DSM 9356, CIP 104972, LMG 17952",1,"Heyndrickxia oleronia",38875.15,aerobe
,,,,,38875.4,
,,,,,38875.5,
,,,,,GCA_002009555,
,,,,,GCA_017809215,
1149,"M 215, MB581","DSM 10599, LMG 17668",1,"Heyndrickxia sporothermodurans",46224.121,aerobe
,,,,,46224.122,
,,,,,46224.123,
,,,,,46224.124,
,,,,,46224.125,
,,,,,46224.126,
,,,,,46224.127,
,,,,,46224.128,
,,,,,46224.129,
,,,,,46224.130,
4188,EP5-r,"DSM 24586, OCM 986",1,"Hippea alviniae",2523231012,anaerobe
,,,,,944480.3,
,,,,,GCA_000420385,
4187,Mar08-272r,"DSM 24585, OCM 985",1,"Hippea jasoniae",2582581238,anaerobe
,,,,,GCA_000744435,
4184,MH2,"DSM 10411, ATCC 700847",1,"Hippea maritima",2504136000,anaerobe
,,,,,760142.3,
,,,,,GCA_000194135,
6199,,"DSM 5838, ATCC 49814, IFAM 1418",1,"Hirschia baltica",582402.11,aerobe
,,,,,582402.5,
,,,,,644736375,
,,,,,GCA_000023785,
6200,GSW-2,"DSM 19733, JCM 14974",1,"Hirschia maritima",2519899518,aerobe
,,,,,551275.6,
,,,,,ARKC00000000,
,,,,,GCA_000378345,
11751,8025,"DSM 23850, ATCC 43625, CCUG 36157, MCCM 00728, CIP 108133",1,"Histophilus somni",2861509796,microaerophile
,,,,,731.218,
,,,,,GCA_014202395,
11870,DFL-43,"DSM 17068, CIP 109233, CCUG 59890, NCIMB 14078",1,"Hoeflea phototrophica",2663763045,aerobe
,,,,,411684.3,
,,,,,GCA_000154705,
5417,"VPI C17-5","DSM 3989, ATCC 27806, KCTC 5969, CCUG 28091, JCM 10412, VPI C17-5",1,"Holdemanella biformis",518637.5,anaerobe
,,,,,642979360,
,,,,,ABYT00000000,
,,,,,GCA_000156655,
5373,"VPI J1-31B-1","DSM 12042, ATCC 51649, CCUG 39501",1,"Holdemania filiformis",545696.5,anaerobe
,,,,,643886103,
,,,,,GCA_000157995,
17671,TMBS4,"DSM 6591",1,"Holophaga foetida",2509601028,anaerobe
,,,,,903818.3,
,,,,,GCA_000242615,
17886,,"DSM 45258, CIP 109864, NBRC 109631, OFN S31, JCM 18112",1,"Hoyosella altamirensis",2824239402,aerobe
,,,,,2832161093,
,,,,,616997.4,
,,,,,616997.7,
,,,,,BDDI00000000,
